City,Lat,Long,Max Temp,Humidity,Clouds,Wind Speed,Country,Date
Krymsk,44.93,37.99,37.4,81,96,17.9,RU,1606863679
Soavinandriana,-19.17,46.73,64.18,94,98,1.61,MG,1606863679
Upington,-28.45,21.26,68.0,37,0,12.75,ZA,1606863679
Raudeberg,61.99,5.14,45.0,65,100,20.8,NO,1606863679
Chifeng,42.27,118.96,5.52,84,15,4.97,CN,1606863679
Arlit,18.74,7.39,76.19,19,5,4.94,NE,1606863679
Bandarbeyla,9.49,50.81,76.21,80,75,12.44,SO,1606863679
Damietta,31.42,31.81,62.6,72,0,6.93,EG,1606863679
San Cristobal,7.77,-72.22,84.2,74,40,4.7,VE,1606863680
Palmer,42.16,-72.33,48.2,75,75,12.75,US,1606863594
Kreminna,49.05,38.22,27.88,91,77,12.57,UA,1606863680
Bariloche,-41.15,-71.31,53.6,50,40,23.04,AR,1606863429
Saint-François,46.42,3.91,44.01,93,90,9.17,FR,1606863680
Tyukalinsk,55.87,72.2,-0.24,91,0,6.02,RU,1606863680
Sinnamary,5.38,-52.95,78.17,86,73,9.01,GF,1606863680
Kuzino,57.02,59.44,11.55,88,14,2.08,RU,1606863680
Pisco,-13.7,-76.22,69.8,77,0,19.46,PE,1606863680
Paraúna,-16.95,-50.45,76.84,54,21,4.59,BR,1606863680
Ibicuí,-14.84,-39.99,69.22,94,1,3.38,BR,1606863680
Guerrero Negro,27.98,-114.06,73.45,22,0,10.67,MX,1606863681
Fairbanks,64.84,-147.72,33.8,64,75,2.24,US,1606863439
Zapolyarnyy,69.42,30.81,21.2,79,0,23.04,RU,1606863681
Xai-Xai,-25.05,33.64,71.69,91,46,14.07,MZ,1606863681
Aden,12.78,45.04,78.44,77,6,13.8,YE,1606863551
Mariehamn,60.1,19.93,37.4,93,90,1.12,AX,1606863681
Macusani,-14.08,-70.43,40.53,79,100,5.37,PE,1606863681
Nanchang,28.68,115.88,48.06,76,100,10.47,CN,1606863537
Isangel,-19.55,169.27,84.2,62,75,9.17,VU,1606863681
Madera,37.17,-119.83,63.0,36,0,1.99,US,1606863681
Saldanha,-33.01,17.94,59.0,62,0,12.75,ZA,1606863681
Mitsamiouli,-11.38,43.28,79.54,80,86,11.7,KM,1606863681
Halifax,44.65,-63.57,59.0,87,100,21.92,CA,1606863602
Tarakan,3.3,117.63,77.18,90,100,10.38,ID,1606863681
Geraldton,-28.77,114.6,57.2,67,0,12.75,AU,1606863468
Salalah,17.02,54.09,80.6,78,40,4.7,OM,1606863627
Lompoc,34.64,-120.46,66.0,59,1,10.29,US,1606863682
Richards Bay,-28.78,32.04,68.2,81,99,14.79,ZA,1606863682
Mount Gambier,-37.83,140.77,53.6,76,90,9.17,AU,1606863682
Alpena,45.06,-83.43,33.01,81,1,19.46,US,1606863682
Poum,-20.23,164.02,76.95,69,2,21.3,NC,1606863682
Lagos,6.58,3.75,82.4,83,20,2.24,NG,1606863620
Catia La Mar,10.6,-67.03,80.6,78,75,8.05,VE,1606863682
Vardø,70.37,31.11,23.0,79,0,31.09,NO,1606863682
Linxia Chengguanzhen,35.6,103.21,18.36,94,100,2.48,CN,1606863683
Neepawa,50.23,-99.47,33.8,69,20,11.41,CA,1606863683
Manono,-7.3,27.42,70.34,94,100,2.24,CD,1606863683
Lichinga,-13.31,35.24,64.4,88,75,3.36,MZ,1606863683
Cap Malheureux,-19.98,57.61,75.99,85,1,1.99,MU,1606863672
Burlington,39.88,-74.64,44.6,48,90,19.46,US,1606863456
Geilo,60.53,8.21,16.0,80,70,6.85,NO,1606863683
Chisec,15.82,-90.28,62.6,82,75,6.93,GT,1606863683
Kaniama,-7.57,24.18,65.93,97,100,1.92,CD,1606863683
Dekar,-21.53,21.93,77.49,32,41,9.4,BW,1606863683
Igarka,67.47,86.58,12.49,95,100,15.35,RU,1606863683
Arkhipo-Osipovka,44.37,38.52,50.54,76,88,4.12,RU,1606863683
Węgorzewo,54.22,21.74,28.42,94,0,9.06,PL,1606863683
Kaitangata,-46.28,169.85,60.01,71,96,1.99,NZ,1606863470
Altay,47.87,88.12,11.91,65,0,4.43,CN,1606863486
Chernyshkovskiy,48.42,42.23,24.82,91,43,14.25,RU,1606863683
Willowmore,-33.29,23.49,48.87,72,39,14.79,ZA,1606863683
Rāmhormoz,31.28,49.6,66.16,65,87,2.84,IR,1606863683
Marzuq,14.4,46.47,60.76,81,0,3.85,YE,1606863684
Vao,-22.67,167.48,73.29,70,1,11.54,NC,1606863684
Mana,5.66,-53.78,77.76,85,31,7.96,GF,1606863684
Launceston,-41.45,147.17,60.01,44,9,17.22,AU,1606863476
Inhambane,-23.86,35.38,77.09,90,0,7.72,MZ,1606863684
Ahipara,-35.17,173.17,70.57,54,4,3.58,NZ,1606863684
Leshukonskoye,64.9,45.76,29.21,95,100,10.67,RU,1606863684
Abu Samrah,35.3,37.18,55.65,58,21,9.93,SY,1606863684
Carutapera,-1.2,-46.02,77.94,86,86,7.18,BR,1606863684
Mthatha,-31.59,28.78,57.2,67,89,17.22,ZA,1606863684
Manado,1.49,124.85,75.2,94,75,2.24,ID,1606863684
Muros,42.78,-9.06,50.0,78,100,1.01,ES,1606863684
Udachny,66.42,112.4,14.0,92,90,11.18,RU,1606863684
Tura,25.52,90.22,61.52,82,0,2.68,IN,1606863684
Mariakani,-3.86,39.47,75.11,93,100,2.37,KE,1606863684
Aizkraukle,56.6,25.26,30.0,95,79,3.0,LV,1606863685
Panabá,21.28,-88.27,68.23,81,7,9.13,MX,1606863685
Bud,39.45,-86.18,32.0,71,0,8.08,US,1606863685
Holme,56.11,10.17,41.0,93,100,3.36,DK,1606863685
Duliāgaon,27.37,95.32,56.16,86,20,1.59,IN,1606863685
Roebourne,-20.78,117.13,88.65,30,0,5.79,AU,1606863685
Evans,33.53,-82.13,44.6,39,1,9.17,US,1606863685
Harlingen,26.19,-97.7,71.6,43,1,14.99,US,1606863685
Gigmoto,13.78,124.39,80.87,87,100,6.58,PH,1606863685
Kudahuvadhoo,2.67,72.89,82.53,73,100,9.6,MV,1606863685
Hofn,64.25,-15.21,40.51,69,17,39.5,IS,1606863596
Opuwo,-18.06,13.84,72.12,31,0,6.44,NA,1606863685
Kalispell,48.2,-114.31,39.2,55,75,5.82,US,1606863686
Ginda,30.69,78.49,47.84,40,0,6.96,IN,1606863686
Katherine,-14.47,132.27,84.2,66,75,4.7,AU,1606863686
Amazar,53.86,120.88,-2.47,86,1,2.48,RU,1606863686
Santa Rosa,14.31,121.11,78.8,74,75,4.7,PH,1606863686
Saint Anthony,45.02,-93.22,36.0,43,1,4.7,US,1606863686
Iquitos,-3.75,-73.25,80.6,83,75,5.82,PE,1606863686
Sola,-13.88,167.55,78.13,80,89,17.87,VU,1606863686
Huarmey,-10.07,-78.15,68.95,76,84,7.94,PE,1606863686
São Filipe,14.9,-24.5,76.3,71,100,8.37,CV,1606863686
Atyrau,47.12,51.88,8.6,78,0,17.9,KZ,1606863687
Iqaluit,63.75,-68.51,10.4,78,75,9.17,CA,1606863613
Itarema,-2.92,-39.92,80.33,76,11,13.42,BR,1606863687
Mahbūbābād,17.62,80.02,65.71,78,84,2.62,IN,1606863687
Tirumullaivāsal,11.23,79.83,75.92,85,97,19.55,IN,1606863687
San Policarpo,12.18,125.51,79.39,86,88,4.81,PH,1606863687
Chapayevka,47.47,36.35,35.56,84,100,17.83,UA,1606863687
Micheweni,-4.97,39.83,81.59,81,98,12.39,TZ,1606863687
Portsmouth,50.8,-1.09,42.01,89,60,8.99,GB,1606863417
Jizan,17.33,42.67,80.6,83,20,1.95,SA,1606863421
Trelew,-43.25,-65.31,73.83,21,34,25.17,AR,1606863687
Quatre Cocos,-20.21,57.76,77.0,88,40,3.36,MU,1606863508
Ancud,-41.87,-73.82,55.99,87,90,11.41,CL,1606863599
Mahébourg,-20.41,57.7,77.0,88,40,3.36,MU,1606863461
Ponta Delgada,37.73,-25.67,60.8,82,40,26.4,PT,1606863687
Lianran,24.92,102.48,50.0,100,90,8.95,CN,1606863687
Isabela,6.71,121.97,77.0,94,90,2.24,PH,1606863484
Ullapool,57.9,-5.16,46.99,16,100,7.0,GB,1606863688
Waipawa,-41.41,175.52,60.01,54,96,24.16,NZ,1606863688
Pemangkat,1.17,108.97,77.4,88,96,3.67,ID,1606863688
Aklavik,68.22,-135.01,-0.4,77,75,4.7,CA,1606863688
Ucluelet,48.93,-125.55,48.2,66,20,5.82,CA,1606863604
Kruisfontein,-34.0,24.73,59.0,74,66,8.01,ZA,1606863688
Northam,51.03,-4.22,46.0,90,81,5.55,GB,1606863688
Anamur,36.08,32.84,53.6,100,75,4.7,TR,1606863496
Malanje,-9.54,16.34,64.78,96,100,4.68,AO,1606863688
Chara,56.91,118.26,1.29,80,100,4.45,RU,1606863688
Pathein,16.78,94.73,71.4,78,92,3.83,MM,1606863688
Yinchuan,38.47,106.27,23.67,94,100,2.64,CN,1606863688
El Salvador,13.83,-88.92,87.8,61,20,10.29,SV,1606863601
Kokopo,-4.35,152.26,83.52,66,49,4.34,PG,1606863688
Lorengau,-2.02,147.27,84.61,73,81,7.31,PG,1606863466
Bāfq,31.61,55.41,52.39,61,3,1.57,IR,1606863689
Laje,-10.18,-40.97,73.72,60,52,3.96,BR,1606863689
Jinchang,38.5,102.17,16.52,92,95,1.88,CN,1606863689
Yangi Marg`ilon,40.43,71.72,35.6,80,100,2.24,UZ,1606863689
Plouzané,48.38,-4.62,46.4,81,0,5.82,FR,1606863689
Haines Junction,60.75,-137.51,30.2,92,100,3.27,CA,1606863689
Vanavara,60.34,102.28,-1.59,92,84,8.34,RU,1606863689
Saint-Pierre,-21.34,55.48,75.2,78,75,3.36,RE,1606863689
Madimba,-10.4,40.33,78.33,88,92,8.21,TZ,1606863689
Kabompo,-13.59,24.2,65.98,97,99,4.14,ZM,1606863689
Rawson,-43.3,-65.1,70.97,28,31,18.45,AR,1606863626
Flinders,-34.58,150.86,70.0,75,86,5.99,AU,1606863682
Saint-Joseph,-21.37,55.62,75.2,78,75,3.36,RE,1606863488
Omboué,-1.57,9.26,75.83,94,100,8.99,GA,1606863689
Anori,-3.77,-61.64,81.23,71,68,2.62,BR,1606863689
Ringebu,61.52,10.17,23.79,93,79,4.88,NO,1606863689
Khandyga,62.67,135.6,-13.4,90,100,3.31,RU,1606863689
Skibbereen,51.55,-9.27,46.4,87,75,6.93,IE,1606863690
Timizart,36.8,4.27,51.84,75,8,5.14,DZ,1606863690
Buraidah,26.33,43.98,62.6,100,20,8.05,SA,1606863690
Mocuba,-16.84,36.99,74.14,92,69,3.42,MZ,1606863690
Merauke,-8.47,140.33,82.08,81,100,5.88,ID,1606863512
Mgandu,-5.95,34.13,63.5,91,100,2.42,TZ,1606863690
Bira,49.0,132.47,3.78,89,21,4.05,RU,1606863690
Marovoay,-16.1,46.63,82.4,78,40,9.17,MG,1606863690
Show Low,34.25,-110.03,46.4,19,1,12.75,US,1606863514
Manbij,36.53,37.95,48.2,93,75,3.36,SY,1606863691
Nizwá,22.93,57.53,62.44,78,0,1.79,OM,1606863691
Kavaratti,10.57,72.64,81.86,78,98,12.39,IN,1606863691
Thinadhoo,0.53,72.93,81.99,73,100,11.86,MV,1606863593
Broome,42.25,-75.83,34.0,92,90,11.41,US,1606863691
Henties Bay,-22.12,14.28,57.0,84,0,7.29,NA,1606863691
Chabahar,25.29,60.64,71.24,58,0,5.86,IR,1606863691
Seymchan,62.88,152.43,-20.74,85,0,1.48,RU,1606863691
Manakara,-22.13,48.02,75.45,76,15,10.25,MG,1606863691
Abu Dhabi,24.47,54.37,71.6,78,0,2.24,AE,1606863691
Wagar,16.15,36.2,68.31,75,0,10.07,SD,1606863691
Andros Town,24.7,-77.77,69.8,64,40,14.99,BS,1606863621
Eureka,40.8,-124.16,57.99,81,40,3.36,US,1606863691
Røros,62.57,11.38,1.4,84,6,1.12,NO,1606863692
Simao,22.79,100.97,49.44,94,6,1.97,CN,1606863692
Dingtao,35.07,115.56,36.46,82,95,3.74,CN,1606863692
Nemenčinė,54.85,25.48,25.0,100,0,3.36,LT,1606863692
Taltal,-25.4,-70.48,63.7,72,22,4.0,CL,1606863620
Khani,41.96,42.96,51.8,50,95,12.75,GE,1606863507
Ekhabi,53.51,142.97,8.89,94,65,18.95,RU,1606863692
Alcúdia,39.85,3.12,57.99,71,0,5.82,ES,1606863692
Gannan,47.91,123.5,9.64,86,0,7.18,CN,1606863493
Hokitika,-42.72,170.97,58.69,77,96,11.59,NZ,1606863688
Port Blair,11.67,92.75,81.61,78,100,13.62,IN,1606863692
San Fernando del Valle de Catamarca,-28.47,-65.79,80.01,68,36,8.01,AR,1606863692
Muroto-misakicho,33.28,134.15,44.6,75,20,10.29,JP,1606863515
Forbes,-33.38,148.02,73.0,29,69,3.0,AU,1606863692
Aksu,41.12,80.26,22.69,86,100,5.1,CN,1606863692
Ballina,-28.87,153.57,80.6,74,75,10.29,AU,1606863692
Conde,-7.26,-34.91,78.8,83,20,11.41,BR,1606863542
Whitehorse,60.72,-135.05,33.8,94,90,16.11,CA,1606863584
Kavieng,-2.57,150.8,84.07,71,100,9.71,PG,1606863692
Fairmont,39.49,-80.14,28.99,93,100,14.43,US,1606863597
Naifaru,5.44,73.37,82.31,72,100,7.14,MV,1606863693
Manzhouli,49.6,117.43,2.64,91,4,10.42,CN,1606863693
Tsaratanana,-16.78,47.65,75.58,80,70,1.72,MG,1606863693
Egvekinot,66.32,-179.17,-2.22,88,0,7.05,RU,1606863693
Mbandaka,0.05,18.26,74.44,67,16,1.63,CD,1606863693
Anadyr,64.75,177.48,-18.4,75,40,4.47,RU,1606863693
Okha,53.57,142.95,10.99,94,75,18.37,RU,1606863693
Tigre,-34.43,-58.58,78.01,61,0,10.29,AR,1606863693
Lufkin,31.34,-94.73,57.2,30,1,12.75,US,1606863693
Barcelos,41.54,-8.62,54.0,87,0,2.24,PT,1606863612
Pangody,65.85,74.49,12.88,95,91,16.44,RU,1606863693
Methóni,36.82,21.7,55.99,79,59,3.36,GR,1606863693
Superior,46.72,-92.1,28.4,79,1,2.82,US,1606863693
Leavenworth,39.23,-95.03,48.2,34,40,13.87,US,1606863693
Bukama,-9.2,25.85,69.93,94,100,1.92,CD,1606863693
Longyearbyen,78.22,15.64,8.6,55,40,3.36,SJ,1606863693
Terme,41.21,36.97,46.4,87,75,3.36,TR,1606863693
Wollongong,-34.43,150.88,70.0,75,73,5.99,AU,1606863694
Panguna,-6.32,155.48,82.53,62,97,2.15,PG,1606863694
Ixtapa,20.7,-105.2,78.8,78,90,8.05,MX,1606863694
Chernyshevskiy,63.01,112.47,3.11,94,100,10.71,RU,1606863694
Beloha,-25.17,45.05,68.61,93,36,2.55,MG,1606863694
Amapá,1.0,-52.0,74.89,90,24,4.88,BR,1606863694
Bubaque,11.28,-15.83,82.51,71,26,17.27,GW,1606863694
Vostok,46.49,135.88,-2.94,94,44,5.86,RU,1606863694
Assiut,27.18,31.18,57.2,58,0,4.7,EG,1606863694
Dumai,1.68,101.45,74.16,96,89,2.73,ID,1606863694
Husavik,66.04,-17.34,37.4,74,75,26.4,IS,1606863694
Yoichi,43.2,140.77,25.0,92,40,3.36,JP,1606863694
Mount Isa,-20.73,139.5,93.2,32,61,14.99,AU,1606863694
Homa Bay,-0.53,34.46,66.9,78,38,3.83,KE,1606863618
Shaki,41.08,47.17,39.2,93,75,2.24,AZ,1606863694
Kutum,14.2,24.67,59.5,30,0,6.11,SD,1606863694
Araouane,18.9,-3.53,79.11,17,98,8.68,ML,1606863695
Ciudad Bolivar,8.12,-63.55,82.27,69,87,11.39,VE,1606863695
Alexandria,31.22,29.96,57.2,82,0,2.24,EG,1606863480
Jaciara,-15.97,-54.97,83.05,51,100,0.81,BR,1606863647
Bahir Dar,11.59,37.39,64.87,56,82,1.88,ET,1606863618
Plácido de Castro,-10.34,-67.19,79.32,71,97,2.15,BR,1606863695
Mormugao,15.4,73.8,77.0,73,20,6.93,IN,1606863695
Jiuquan,39.74,98.52,16.25,96,98,3.96,CN,1606863695
Lokosovo,61.13,74.82,9.03,94,49,10.13,RU,1606863695
Finnsnes,69.23,17.98,23.0,100,98,14.99,NO,1606863695
Santa Cruz de la Sierra,-17.8,-63.17,78.8,74,75,13.87,BO,1606863611
Holeby,54.71,11.46,41.0,88,99,3.0,DK,1606863695
Mugur-Aksy,50.35,90.5,-2.13,70,9,4.21,RU,1606863695
Vallenar,-28.57,-70.76,69.67,49,0,6.22,CL,1606863695
Beringovskiy,63.05,179.32,-0.65,93,97,9.78,RU,1606863695
Lobatse,-25.22,25.67,62.6,45,0,5.82,BW,1606863696
Conceição do Araguaia,-8.26,-49.26,77.92,73,56,2.98,BR,1606863696
Karratha,-20.74,116.85,89.35,25,0,5.82,AU,1606863469
Poya,-21.35,165.15,81.93,45,0,4.07,NC,1606863696
Cooma,-36.23,149.13,60.8,41,2,2.24,AU,1606863696
Hinton,53.4,-117.59,33.8,43,2,4.7,CA,1606863696
Jaguarão,-32.57,-53.38,64.99,76,81,21.0,BR,1606863696
Skjervøy,70.03,20.97,34.66,85,100,11.01,NO,1606863696
Deputatsky,69.3,139.9,-4.95,91,71,5.66,RU,1606863696
Neiafu,-18.65,-173.98,82.4,74,20,9.17,TO,1606863696
Suez,29.97,32.53,58.73,42,0,1.97,EG,1606863696
Kimry,56.87,37.35,24.76,98,86,3.11,RU,1606863697
Khāsh,28.22,61.22,48.54,41,0,0.87,IR,1606863490
Ukiah,39.15,-123.21,66.0,39,1,1.9,US,1606863447
Lüdinghausen,51.77,7.47,44.01,99,99,1.01,DE,1606863697
Bekhtery,46.25,32.29,40.17,77,100,9.24,UA,1606863697
Daşoguz,41.84,59.97,17.6,85,0,4.7,TM,1606863697
Olden,61.84,6.81,37.0,74,100,13.04,NO,1606863697
Sabang,5.89,95.32,81.73,74,97,5.03,ID,1606863697
Tessalit,20.2,1.01,71.8,21,71,10.45,ML,1606863698
Longyan,25.11,117.02,52.0,82,30,3.29,CN,1606863698
Padang,-0.95,100.35,75.67,67,6,4.29,ID,1606863698
Itapeva,-23.98,-48.88,67.26,95,55,6.58,BR,1606863663
Toamasina,-18.17,49.38,73.4,94,40,5.88,MG,1606863698
San Miguel de Cozumel,20.51,-86.95,75.2,64,40,9.17,MX,1606863698
Bairiki Village,1.33,172.98,84.2,70,75,10.29,KI,1606863698
Morehead,37.27,-87.18,39.2,40,1,3.36,US,1606863698
Nagorsk,59.32,50.81,16.45,94,88,9.42,RU,1606863698
Barauli,26.4,84.58,61.92,39,0,3.53,IN,1606863698
Saint Augustine,29.89,-81.31,50.0,43,1,4.7,US,1606863560
Nome,64.5,-165.41,8.6,65,1,13.87,US,1606863698
Emet,39.34,29.26,35.56,85,9,2.15,TR,1606863698
Atambua,-9.11,124.89,80.89,69,26,0.85,ID,1606863698
Uray,60.12,64.78,14.18,96,19,7.9,RU,1606863699
Arrecife,28.96,-13.55,68.0,77,20,9.17,ES,1606863699
Oranjemund,-28.55,16.43,59.68,78,0,20.0,NA,1606863699
Zeya,53.75,127.27,-3.86,90,14,0.25,RU,1606863699
Gander,48.97,-54.59,41.0,75,90,16.11,CA,1606863699
Isa Khel,36.67,68.84,46.83,51,31,1.83,AF,1606863699
Lae,-6.72,146.98,77.0,87,99,3.87,PG,1606863699
Bereda,43.27,-7.54,46.99,100,100,1.01,ES,1606863699
Manavgat,36.79,31.44,59.0,81,75,3.36,TR,1606863699
Koshurnikovo,54.17,93.3,9.07,97,100,1.83,RU,1606863699
Amahai,-3.33,128.92,88.0,84,77,1.01,ID,1606863699
Warrington,53.39,-2.58,44.6,87,97,4.7,GB,1606863699
